Jogador,Liga,Clube,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G-PB,PB,PT,CrtsA,CrtV,G_90,A_90,G+A_90
Enzo Le Fée,Ligue 1,Lorient,FRA,MEI,21,36,25,2194,24.4,1,3,1,0,0,2,0,0.04,0.12,0.16
Paul Nardi,Ligue 1,Lorient,FRA,GK,27,22,22,1980,22.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Léo Pétrot,Ligue 1,Lorient,FRA,DEF,24,22,21,1815,20.2,1,0,1,0,0,0,0,0.05,0.0,0.05
Igor Carioca,Ligue 1,Lorient,BRA,DEF,24,28,17,1578,17.5,0,0,0,0,0,3,0,0.0,0.0,0.0
Matthieu Dreyer,Ligue 1,Lorient,FRA,GK,32,16,16,1440,16.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Moritz Jenz,Ligue 1,Lorient,GER,DEF,22,17,16,1381,15.3,1,0,1,0,0,5,1,0.07,0.0,0.07
Fabien Lemoine,Ligue 1,Lorient,FRA,MEI,34,21,13,1117,12.4,0,1,0,0,0,5,0,0.0,0.08,0.08
Bonke Innocent,Ligue 1,Lorient,NGA,MEI,25,12,11,874,9.7,0,0,0,0,0,4,0,0.0,0.0,0.0
Quentin Boisgard,Ligue 1,Lorient,FRA,MEI,24,25,9,958,10.6,1,1,1,0,0,3,0,0.09,0.09,0.19
Dango Ouattara,Ligue 1,Lorient,BFA,MEI,19,25,7,812,9.0,1,2,1,0,0,4,0,0.11,0.22,0.33
Ibrahima Koné,Ligue 1,Lorient,MLI,ATA,22,16,6,732,8.1,5,1,5,0,0,2,0,0.62,0.12,0.74
Jérémy Morel,Ligue 1,Lorient,MAD,DEF,37,9,6,604,6.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Stéphane Diarra,Ligue 1,Lorient,FRA,ATA,22,15,5,525,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0
Jérôme Hergault,Ligue 1,Lorient,FRA,DEF,35,8,5,352,3.9,0,0,0,0,0,2,2,0.0,0.0,0.0
Adrian Grbić,Ligue 1,Lorient,AUT,ATA,24,16,4,518,5.8,1,0,1,0,0,0,0,0.17,0.0,0.17
Sambou Soumano,Ligue 1,Lorient,SEN,ATA,20,21,4,447,5.0,3,0,3,0,0,1,0,0.6,0.0,0.6
Samuel Loric,Ligue 1,Lorient,FRA,DEF,21,3,3,269,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Thomas Fontaine,Ligue 1,Lorient,MAD,DEF,30,2,2,167,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Baptiste Mouazan,Ligue 1,Lorient,FRA,MEI,19,3,1,96,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Théo Le Bris,Ligue 1,Lorient,FRA,MEI,18,4,0,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Pierre-Yves Hamel,Ligue 1,Lorient,FRA,ATA,27,3,0,30,0.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Redwan Bourles,Ligue 1,Lorient,FRA,MEI,18,4,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Dimitris Nikolaou,Serie A,Spezia,GRE,DEF,22,36,36,3240,36.0,0,0,0,0,0,7,0,0.0,0.0,0.0
Emmanuel Gyasi,Serie A,Spezia,GHA,ATA,27,36,35,3035,33.7,6,0,6,0,0,10,0,0.18,0.0,0.18
Giulio Maggiore,Serie A,Spezia,ITA,MEI,23,35,33,2819,31.3,2,3,2,0,0,9,0,0.06,0.1,0.16
Ivan Provedel,Serie A,Spezia,ITA,GK,27,31,31,2761,30.7,0,0,0,0,0,2,0,0.0,0.0,0.0
Kelvin Amian,Serie A,Spezia,FRA,DEF,23,32,31,2646,29.4,1,1,1,0,0,9,2,0.03,0.03,0.07
Martin Erlic,Serie A,Spezia,CRO,DEF,23,30,30,2576,28.6,2,0,2,0,0,5,0,0.07,0.0,0.07
Simone Bastoni,Serie A,Spezia,ITA,MEI,24,31,26,2288,25.4,3,3,3,0,0,5,1,0.12,0.12,0.24
Arkadiusz Reca,Serie A,Spezia,POL,DEF,26,25,22,1772,19.7,0,2,0,0,0,3,0,0.0,0.1,0.1
Jakub Kiwior,Serie A,Spezia,POL,MEI,21,22,21,1964,21.8,0,0,0,0,0,6,0,0.0,0.0,0.0
Daniele Verde,Serie A,Spezia,ITA,ATA,25,33,21,1957,21.7,8,6,7,1,2,2,0,0.37,0.28,0.65
Rey Manaj,Serie A,Spezia,ALB,ATA,24,30,19,1768,19.6,5,0,3,2,3,9,0,0.26,0.0,0.26
Viktor Kovalenko,Serie A,Spezia,UKR,MEI,25,26,16,1325,14.7,1,3,1,0,0,4,0,0.07,0.2,0.27
Salvador Ferrer,Serie A,Spezia,ESP,DEF,23,27,14,1495,16.6,0,3,0,0,0,3,0,0.0,0.18,0.18
Petko Hristov,Serie A,Spezia,BUL,DEF,22,17,13,1248,13.9,1,1,1,0,0,3,0,0.07,0.07,0.14
Jacopo Sala,Serie A,Spezia,ITA,MEI,29,18,13,880,9.8,1,0,1,0,0,3,0,0.1,0.0,0.1
Kevin Agudelo,Serie A,Spezia,COL,MEI,22,23,12,1237,13.7,3,1,3,0,0,2,1,0.22,0.07,0.29
M'Bala Nzola,Serie A,Spezia,ANG,ATA,24,21,10,1068,11.9,2,1,2,0,0,2,0,0.17,0.08,0.25
Janis Antiste,Serie A,Spezia,FRA,ATA,18,18,9,796,8.8,1,0,1,0,0,0,0,0.11,0.0,0.11
Jeroen Zoet,Serie A,Spezia,NED,GK,30,7,7,630,7.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Dávid Strelec,Serie A,Spezia,SVK,ATA,20,10,7,502,5.6,1,0,1,0,0,0,0,0.18,0.0,0.18
Eddie Salcedo,Serie A,Spezia,ITA,MEI,19,12,5,429,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Ebrima Colley,Serie A,Spezia,GAM,ATA,21,11,3,394,4.4,0,0,0,0,0,1,0,0.0,0.0,0.0
Mehdi Bourabia,Serie A,Spezia,MAR,MEI,29,8,2,282,3.1,1,0,1,0,0,0,0,0.32,0.0,0.32
Suf Podgoreanu,Serie A,Spezia,ISR,ATA,19,5,1,113,1.3,0,1,0,0,0,0,0,0.0,0.77,0.77
Luca Vignali,Serie A,Spezia,ITA,DEF,25,2,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0
Samuel Mráz,Serie A,Spezia,SVK,ATA,24,2,0,54,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Aurélien Nguiamba,Serie A,Spezia,FRA,MEI,22,3,0,51,0.6,0,0,0,0,0,1,0,0.0,0.0,0.0
Aimar Sher,Serie A,Spezia,SWE,MEI,18,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Nicolò Bertola,Serie A,Spezia,ITA,MEI,18,2,0,35,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Petar Zovko,Serie A,Spezia,BIH,GK,19,1,0,29,0.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Akim Zedadka,Ligue 1,Clermont Foot,ALG,DEF,26,38,37,3337,37.1,0,3,0,0,0,5,0,0.0,0.08,0.08
Johan Gastien,Ligue 1,Clermont Foot,FRA,MEI,33,32,32,2746,30.5,0,1,0,0,0,8,2,0.0,0.03,0.03
Vital N'Simba,Ligue 1,Clermont Foot,COD,DEF,28,34,31,2789,31.0,1,3,1,0,0,4,0,0.03,0.1,0.13
Salis Abdul Samed,Ligue 1,Clermont Foot,GHA,MEI,21,31,29,2462,27.4,1,0,1,0,0,12,3,0.04,0.0,0.04
Florent Ogier,Ligue 1,Clermont Foot,FRA,DEF,32,30,29,2429,27.0,1,0,1,0,0,6,0,0.04,0.0,0.04
Mohamed Bayo,Ligue 1,Clermont Foot,GUI,ATA,23,32,27,2413,26.8,14,5,12,2,3,1,0,0.52,0.19,0.71
Ouparine Djoco,Ligue 1,Clermont Foot,SEN,GK,23,24,23,2116,23.5,0,0,0,0,0,1,0,0.0,0.0,0.0
Cédric Hountondji,Ligue 1,Clermont Foot,BEN,DEF,27,23,23,2034,22.6,1,0,1,0,0,2,0,0.04,0.0,0.04
Jodel Dossou,Ligue 1,Clermont Foot,BEN,ATA,29,35,23,2008,22.3,3,1,3,0,0,4,0,0.13,0.04,0.18
Elba Rashani,Ligue 1,Clermont Foot,KVX,ATA,28,29,22,1759,19.5,8,3,8,0,0,3,0,0.41,0.15,0.56
Jason Berthomier,Ligue 1,Clermont Foot,FRA,MEI,31,29,22,1732,19.2,1,5,1,0,0,0,0,0.05,0.26,0.31
Yohann Magnin,Ligue 1,Clermont Foot,FRA,MEI,24,24,19,1717,19.1,1,0,1,0,0,2,0,0.05,0.0,0.05
Alidu Seidu,Ligue 1,Clermont Foot,GHA,DEF,21,21,16,1410,15.7,0,0,0,0,0,7,2,0.0,0.0,0.0
Arthur Desmas,Ligue 1,Clermont Foot,FRA,GK,27,15,15,1304,14.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Jim Allevinah,Ligue 1,Clermont Foot,GAB,ATA,26,30,13,1488,16.5,1,2,1,0,0,1,0,0.06,0.12,0.18
Lucas Da Cunha,Ligue 1,Clermont Foot,FRA,ATA,20,15,11,836,9.3,2,0,2,0,0,0,0,0.22,0.0,0.22
Jean-Claude Billong,Ligue 1,Clermont Foot,CMR,DEF,27,15,10,980,10.9,0,0,0,0,0,2,0,0.0,0.0,0.0
Saîf-Eddine Khaoui,Ligue 1,Clermont Foot,TUN,MEI,26,23,9,927,10.3,1,0,1,0,0,1,0,0.1,0.0,0.1
Arial Mendy,Ligue 1,Clermont Foot,SEN,DEF,26,18,9,792,8.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Pierre-Yves Hamel,Ligue 1,Clermont Foot,FRA,ATA,27,17,6,523,5.8,0,0,0,0,0,2,0,0.0,0.0,0.0
Jonathan Iglesias,Ligue 1,Clermont Foot,URU,MEI,32,15,5,579,6.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Grejohn Kyei,Ligue 1,Clermont Foot,FRA,ATA,25,14,4,396,4.4,0,1,0,0,0,1,0,0.0,0.23,0.23
Oriol Busquets,Ligue 1,Clermont Foot,ESP,MEI,22,9,2,201,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Jordan Tell,Ligue 1,Clermont Foot,FRA,ATA,24,15,1,290,3.2,1,1,1,0,0,1,0,0.31,0.31,0.62
Yadaly Diaby,Ligue 1,Clermont Foot,FRA,ATA,20,5,0,67,0.7,0,0,0,0,0,1,1,0.0,0.0,0.0
Josué Albert,Ligue 1,Clermont Foot,GUF,DEF,29,2,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Jérôme Phojo,Ligue 1,Clermont Foot,FRA,DEF,28,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Aboubakar Sidibé,Ligue 1,Clermont Foot,FRA,ATA,25,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Nick Pope,Premier League,Burnley,ENG,GK,29,36,36,3240,36.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Dwight McNeil,Premier League,Burnley,ENG,MEI,21,38,35,3107,34.5,0,1,0,0,0,1,0,0.0,0.03,0.03
James Tarkowski,Premier League,Burnley,ENG,DEF,28,35,35,3106,34.5,1,2,1,0,0,11,0,0.03,0.06,0.09
Josh Brownhill,Premier League,Burnley,ENG,MEI,25,35,32,2955,32.8,2,3,2,0,0,10,0,0.06,0.09,0.15
Charlie Taylor,Premier League,Burnley,ENG,DEF,27,31,30,2731,30.3,0,3,0,0,0,3,0,0.0,0.1,0.1
Ashley Westwood,Premier League,Burnley,ENG,MEI,31,27,26,2287,25.4,0,3,0,0,0,7,0,0.0,0.12,0.12
Ben Mee,Premier League,Burnley,ENG,DEF,31,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.0,0.15
Maxwel Cornet,Premier League,Burnley,CIV,ATA,24,26,21,1766,19.6,9,1,9,0,1,2,0,0.46,0.05,0.51
Matthew Lowton,Premier League,Burnley,ENG,DEF,32,25,20,1772,19.7,1,2,1,0,0,3,1,0.05,0.1,0.15
Jack Cork,Premier League,Burnley,ENG,MEI,32,20,20,1670,18.6,1,0,1,0,0,4,0,0.05,0.0,0.05
Connor Roberts,Premier League,Burnley,WAL,DEF,25,21,19,1692,18.8,1,1,1,0,0,2,0,0.05,0.05,0.11
Nathan Collins,Premier League,Burnley,IRL,DEF,20,19,18,1670,18.6,2,0,2,0,0,2,1,0.11,0.0,0.11
Aaron Lennon,Premier League,Burnley,ENG,MEI,34,28,17,1551,17.2,2,0,2,0,0,2,0,0.12,0.0,0.12
Wout Weghorst,Premier League,Burnley,NED,ATA,28,20,17,1450,16.1,2,3,2,0,0,3,0,0.12,0.19,0.31
Chris Wood,Premier League,Burnley,NZL,ATA,29,17,17,1367,15.2,3,0,3,0,0,1,0,0.2,0.0,0.2
Jay Rodriguez,Premier League,Burnley,ENG,ATA,32,29,13,1382,15.4,2,2,2,0,0,3,0,0.13,0.13,0.26
Jóhann Berg Guðmundsson,Premier League,Burnley,ISL,MEI,30,18,13,1102,12.2,0,1,0,0,0,2,0,0.0,0.08,0.08
Ashley Barnes,Premier League,Burnley,ENG,ATA,31,23,8,808,9.0,1,0,0,1,1,4,0,0.11,0.0,0.11
Erik Pieters,Premier League,Burnley,NED,DEF,32,12,8,730,8.1,0,1,0,0,0,1,0,0.0,0.12,0.12
Matěj Vydra,Premier League,Burnley,CZE,ATA,29,22,5,679,7.5,2,3,2,0,0,1,0,0.27,0.4,0.67
Kevin Long,Premier League,Burnley,IRL,DEF,30,6,4,410,4.6,0,0,0,0,0,1,0,0.0,0.0,0.0
Wayne Hennessey,Premier League,Burnley,WAL,GK,34,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Dale Stephens,Premier League,Burnley,ENG,MEI,32,3,1,124,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0
José Luis Morales,La Liga,Levante,ESP,ATA,34,35,31,2719,30.2,13,7,10,3,5,7,0,0.43,0.23,0.66
Rúben Vezo,La Liga,Levante,POR,DEF,27,32,27,2420,26.9,0,0,0,0,0,4,0,0.0,0.0,0.0
Roger Martí,La Liga,Levante,ESP,ATA,30,29,25,2115,23.5,7,3,6,1,3,8,0,0.3,0.13,0.43
Cárdenas,La Liga,Levante,ESP,GK,24,24,24,2160,24.0,0,0,0,0,0,3,0,0.0,0.0,0.0
José Luis García Vayá,La Liga,Levante,ESP,MEI,22,29,23,2012,22.4,0,0,0,0,0,9,0,0.0,0.0,0.0
Jorge Miramón,La Liga,Levante,ESP,DEF,32,29,22,1977,22.0,1,0,1,0,0,5,0,0.05,0.0,0.05
Son,La Liga,Levante,ESP,DEF,27,26,22,1971,21.9,1,0,1,0,0,5,1,0.05,0.0,0.05
Rober,La Liga,Levante,ESP,DEF,26,27,21,2010,22.3,1,0,1,0,0,5,1,0.04,0.0,0.04
Óscar Duarte,La Liga,Levante,CRC,DEF,32,23,20,1773,19.7,2,0,2,0,0,5,0,0.1,0.0,0.1
Jorge de Frutos,La Liga,Levante,ESP,MEI,24,25,20,1760,19.6,4,7,4,0,0,4,0,0.2,0.36,0.56
Gonzalo Melero,La Liga,Levante,ESP,MEI,27,29,20,1692,18.8,7,2,5,2,2,5,0,0.37,0.11,0.48
Carlos Clerc,La Liga,Levante,ESP,DEF,29,19,18,1514,16.8,0,0,0,0,0,6,0,0.0,0.0,0.0
Enis Bardhi,La Liga,Levante,MKD,MEI,26,30,17,1701,18.9,3,3,1,2,2,3,0,0.16,0.16,0.32
Nemanja Radoja,La Liga,Levante,SRB,MEI,28,19,17,1214,13.5,0,0,0,0,0,3,0,0.0,0.0,0.0
José Campaña,La Liga,Levante,ESP,MEI,28,20,16,1422,15.8,2,2,2,0,1,6,1,0.13,0.13,0.25
Aitor Fernández,La Liga,Levante,ESP,GK,30,13,13,1166,13.0,0,0,0,0,0,1,1,0.0,0.0,0.0
Mickael Malsa,La Liga,Levante,MTQ,MEI,25,26,11,1143,12.7,1,2,1,0,0,7,0,0.08,0.16,0.24
Dani Gómez,La Liga,Levante,ESP,ATA,23,28,11,1063,11.8,4,2,4,0,0,1,0,0.34,0.17,0.51
Sergio Postigo,La Liga,Levante,ESP,DEF,32,13,10,848,9.4,0,0,0,0,0,3,0,0.0,0.0,0.0
Martín Cáceres,La Liga,Levante,URU,DEF,34,10,9,663,7.4,0,0,0,0,0,2,0,0.0,0.0,0.0
Shkodran Mustafi,La Liga,Levante,GER,DEF,29,11,8,658,7.3,1,0,1,0,0,1,0,0.14,0.0,0.14
Roberto Soldado,La Liga,Levante,ESP,ATA,36,18,7,664,7.4,3,2,3,0,0,7,2,0.41,0.27,0.68
Pablo Martínez,La Liga,Levante,ESP,MEI,23,13,7,656,7.3,0,1,0,0,0,2,0,0.0,0.14,0.14
Enric Franquesa,La Liga,Levante,ESP,DEF,24,16,6,625,6.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Pubill,La Liga,Levante,ESP,DEF,18,11,5,512,5.7,0,1,0,0,0,1,0,0.0,0.18,0.18
Álex Cantero,La Liga,Levante,ESP,ATA,21,25,4,610,6.8,0,1,0,0,0,1,0,0.0,0.15,0.15
Marcelo Saracchi,La Liga,Levante,URU,DEF,23,4,2,186,2.1,0,1,0,0,0,2,0,0.0,0.48,0.48
Coke,La Liga,Levante,ESP,DEF,34,6,1,118,1.3,1,0,1,0,0,1,0,0.77,0.0,0.77
Alejandro Primo,La Liga,Levante,ESP,GK,17,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Nikola Vukčević,La Liga,Levante,MNE,MEI,29,6,0,118,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Mahdi Camara,Ligue 1,Saint-Étienne,FRA,MEI,23,35,34,3073,34.1,3,0,3,0,0,8,0,0.09,0.0,0.09
Timothée Kolodziejczak,Ligue 1,Saint-Étienne,FRA,DEF,29,30,30,2565,28.5,2,3,2,0,0,4,1,0.07,0.11,0.18
Mickael Nade,Ligue 1,Saint-Étienne,FRA,DEF,22,30,29,2563,28.5,1,0,1,0,0,4,0,0.04,0.0,0.04
Denis Bouanga,Ligue 1,Saint-Étienne,GAB,ATA,26,34,28,2436,27.1,9,6,9,0,0,4,1,0.33,0.22,0.55
Ryad Boudebouz,Ligue 1,Saint-Étienne,ALG,MEI,31,30,27,2252,25.0,3,4,2,1,1,2,0,0.12,0.16,0.28
Wahbi Khazri,Ligue 1,Saint-Étienne,TUN,ATA,30,30,26,2225,24.7,10,0,6,4,4,6,0,0.4,0.0,0.4
Arnaud Nordin,Ligue 1,Saint-Étienne,FRA,ATA,23,36,20,1874,20.8,4,4,4,0,0,4,0,0.19,0.19,0.38
Lucas Douath,Ligue 1,Saint-Étienne,FRA,MEI,17,31,20,1804,20.0,1,0,1,0,0,7,0,0.05,0.0,0.05
Paul Bernardoni,Ligue 1,Saint-Étienne,FRA,GK,24,19,19,1710,19.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Yvann Macon,Ligue 1,Saint-Étienne,FRA,DEF,22,22,19,1529,17.0,0,0,0,0,0,7,0,0.0,0.0,0.0
Zaydou Youssouf,Ligue 1,Saint-Étienne,FRA,MEI,22,30,18,1553,17.3,1,0,1,0,0,3,1,0.06,0.0,0.06
Harold Moukoudi,Ligue 1,Saint-Étienne,CMR,DEF,23,24,17,1661,18.5,0,0,0,0,0,3,0,0.0,0.0,0.0
Etienne Green,Ligue 1,Saint-Étienne,ENG,GK,21,15,15,1197,13.3,0,0,0,0,0,1,1,0.0,0.0,0.0
Eliaquim Mangala,Ligue 1,Saint-Étienne,FRA,DEF,30,14,14,1179,13.1,1,0,1,0,0,9,0,0.08,0.0,0.08
Miguel Trauco,Ligue 1,Saint-Étienne,PER,DEF,28,17,12,1112,12.4,1,0,1,0,0,3,0,0.08,0.0,0.08
Yvan Neyou,Ligue 1,Saint-Étienne,CMR,MEI,24,16,12,936,10.4,0,0,0,0,0,4,1,0.0,0.0,0.0
Adil Aouchiche,Ligue 1,Saint-Étienne,FRA,MEI,19,35,11,1081,12.0,0,4,0,0,0,2,0,0.0,0.33,0.33
Saidou Sow,Ligue 1,Saint-Étienne,GUI,DEF,19,13,11,989,11.0,2,1,2,0,0,2,0,0.18,0.09,0.27
Sada Thioub,Ligue 1,Saint-Étienne,SEN,DEF,26,17,11,950,10.6,0,1,0,0,0,2,0,0.0,0.09,0.09
Gabriel Silva,Ligue 1,Saint-Étienne,BRA,DEF,30,13,9,713,7.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Falaye Sacko,Ligue 1,Saint-Étienne,MLI,DEF,26,9,8,667,7.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Romain Hamouma,Ligue 1,Saint-Étienne,FRA,ATA,34,22,7,886,9.8,2,1,2,0,0,2,0,0.2,0.1,0.31
Jean-Philippe Krasso,Ligue 1,Saint-Étienne,FRA,ATA,24,16,5,453,5.0,1,1,1,0,0,0,0,0.2,0.2,0.4
Stefan Bajic,Ligue 1,Saint-Étienne,FRA,GK,19,7,4,510,5.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Aimen Moueffek,Ligue 1,Saint-Étienne,FRA,MEI,20,14,4,432,4.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Abdoulaye Bakayoko,Ligue 1,Saint-Étienne,FRA,DEF,18,4,4,307,3.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Bakary Sako,Ligue 1,Saint-Étienne,MLI,ATA,33,7,1,156,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Juan Ignacio Ramírez,Ligue 1,Saint-Étienne,URU,ATA,24,5,1,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Charles Abi,Ligue 1,Saint-Étienne,FRA,ATA,21,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Nelson Sissoko,Ligue 1,Saint-Étienne,FRA,DEF,24,1,1,45,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0
Enzo Crivelli,Ligue 1,Saint-Étienne,FRA,ATA,26,4,0,102,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Mathys Saban,Ligue 1,Saint-Étienne,FRA,ATA,19,3,0,73,0.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Yanis Lhery,Ligue 1,Saint-Étienne,FRA,ATA,18,5,0,72,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Bryan Djile Nokoué,Ligue 1,Saint-Étienne,CMR,DEF,19,2,0,57,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Elhadji Dieye,Ligue 1,Saint-Étienne,SEN,MEI,19,5,0,34,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Assane Dioussé,Ligue 1,Saint-Étienne,SEN,MEI,23,4,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0
Maxence Rivera,Ligue 1,Saint-Étienne,FRA,ATA,19,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Stefan Ortega,Bundesliga,Arminia,GER,GK,28,33,33,2970,33.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Joakim Nilsson,Bundesliga,Arminia,SWE,DEF,27,31,31,2735,30.4,2,0,2,0,0,5,0,0.07,0.0,0.07
Masaya Okugawa,Bundesliga,Arminia,JPN,MEI,25,33,30,2531,28.1,8,1,8,0,0,0,0,0.28,0.04,0.32
Alessandro Schöpf,Bundesliga,Arminia,AUT,MEI,27,31,27,2397,26.6,1,0,1,0,0,3,1,0.04,0.0,0.04
Amos Pieper,Bundesliga,Arminia,GER,DEF,23,27,27,2379,26.4,0,0,0,0,0,2,0,0.0,0.0,0.0
Patrick Wimmer,Bundesliga,Arminia,AUT,ATA,20,31,27,2052,22.8,3,6,3,0,0,7,0,0.13,0.26,0.39
Cédric Brunner,Bundesliga,Arminia,SUI,DEF,27,27,26,2183,24.3,0,1,0,0,0,6,0,0.0,0.04,0.04
Manuel Prietl,Bundesliga,Arminia,AUT,MEI,29,26,23,2123,23.6,0,1,0,0,0,3,0,0.0,0.04,0.04
Jacob Barrett Laursen,Bundesliga,Arminia,DEN,DEF,26,24,20,1632,18.1,2,0,2,0,0,1,0,0.11,0.0,0.11
Sebastian Vasiliadis,Bundesliga,Arminia,GRE,MEI,23,19,16,1193,13.3,0,0,0,0,0,3,0,0.0,0.0,0.0
Janni Serra,Bundesliga,Arminia,GER,ATA,23,26,15,1117,12.4,3,2,3,0,0,1,0,0.24,0.16,0.4
Fabian Klos,Bundesliga,Arminia,GER,ATA,33,25,14,1420,15.8,3,1,1,2,2,2,1,0.19,0.06,0.25
Robin Hack,Bundesliga,Arminia,GER,ATA,22,30,13,1364,15.2,0,3,0,0,0,2,0,0.0,0.2,0.2
Fabian Kunze,Bundesliga,Arminia,GER,MEI,23,22,13,1260,14.0,0,0,0,0,0,9,0,0.0,0.0,0.0
Florian Krüger,Bundesliga,Arminia,GER,ATA,22,27,12,1129,12.5,1,2,1,0,0,0,0,0.08,0.16,0.24
Andrés Andrade Cedeño,Bundesliga,Arminia,PAN,DEF,22,17,12,1046,11.6,0,0,0,0,0,4,0,0.0,0.0,0.0
Guilherme Ramos,Bundesliga,Arminia,POR,DEF,23,13,9,906,10.1,0,0,0,0,0,1,0,0.0,0.0,0.0
Bryan Lasme,Bundesliga,Arminia,FRA,ATA,22,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0.0,0.21
Nathan de Medina,Bundesliga,Arminia,BEL,DEF,23,19,7,775,8.6,0,0,0,0,0,2,0,0.0,0.0,0.0
Gonzalo Castro,Bundesliga,Arminia,GER,MEI,34,12,4,436,4.8,1,1,1,0,0,0,0,0.21,0.21,0.42
George Bello,Bundesliga,Arminia,USA,DEF,19,10,3,434,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Edimilson Fernandes,Bundesliga,Arminia,SUI,DEF,25,7,2,283,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Burak İnce,Bundesliga,Arminia,TUR,ATA,17,5,1,139,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Lennart-Marten Czyborra,Bundesliga,Arminia,GER,DEF,22,4,1,131,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0
Stefanos Kapino,Bundesliga,Arminia,GRE,GK,27,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Mike van der Hoorn,Bundesliga,Arminia,NED,DEF,28,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Luis Rioja,La Liga,Alavés,ESP,ATA,27,37,36,3111,34.6,1,3,1,0,0,3,0,0.03,0.09,0.12
Joselu,La Liga,Alavés,ESP,ATA,31,37,35,3122,34.7,14,4,8,6,7,0,0,0.4,0.12,0.52
Fernando Pacheco,La Liga,Alavés,ESP,GK,29,34,34,3053,33.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Víctor Laguardia,La Liga,Alavés,ESP,DEF,31,34,34,3042,33.8,3,2,3,0,0,9,0,0.09,0.06,0.15
Rubén Duarte,La Liga,Alavés,ESP,DEF,25,34,31,2621,29.1,0,4,0,0,0,12,1,0.0,0.14,0.14
Florian Lejeune,La Liga,Alavés,FRA,DEF,30,30,30,2699,30.0,0,0,0,0,0,9,1,0.0,0.0,0.0
Loum Ndiaye,La Liga,Alavés,SEN,MEI,24,32,26,2312,25.7,2,0,2,0,0,10,0,0.08,0.0,0.08
Martin Agirregabiria,La Liga,Alavés,ESP,DEF,25,24,17,1616,18.0,0,1,0,0,0,4,0,0.0,0.06,0.06
Édgar Méndez,La Liga,Alavés,ESP,ATA,31,32,17,1614,17.9,1,1,1,0,0,6,0,0.06,0.06,0.11
